_id,text,topics,filename
0UxroZMBZK9IE8y6j3hO,"THE AFRICAN POLYGAMIST

art

By

ANTHONY OXION OjicBo

T has been said several times before that the African
who comes to the United States as a student is first
and foremost not a student. He is a diplomat, an expert
on Africa, and then a student—all in that order. He is
not a diplomat or expert just for or on his nation, but
rather on the entire continent of Africa. At parties and
outside the classroom he is an all-knowing authority
and a soldier to defend Africa. One area where the
African student dispenses his “expertise knowledge” is
in African politics. Another area is with the African
family. Particularly significant in this regard are poly-

gamy and the payment of bride-wealth, both of which -

have been slanted and interpreted in tones which, to
the African, particularly the African woman, depict pity
and arouse horror at the way African men treat their
women,

The other night I was invited to a dinner party. There
were three couples—the Richards, the Stevens, and the
Thompsons—and then Sally and Jean, two single girls.
~ The two girls were very beautiful, and Sally wore a
very simple dress which made her even more ravishing.
As we were introduced our eyes lingered on at each
other—even if only for a split of a second. “This is the
friend from Africa?” Mrs Richards asked. “We had a
friend some time back in the East Coast who had been
a missionary to Africa for several years. He enjoyed his
stay very much and he brought back very many art
pieces and slides of Africa.”

“Talking about our missionary friend reminds me of
a question I have been wanting to ask an African,” the
husband said. “This question of polygamy. You know,
one man marrying many wives... .”” He was interrupted
by a cough from his wife.

“One man marrying more than one wife: My-oh-
my! That is cheating on the part of the husband,”
opined Mrs Thompson.

“What fun!” remarked Mr Richards.

“What about the African woman? Can she also
marry more than one husband?” asked Mrs Stevens.

50

“And do you also know that the African pays some
money for his wife?” rejoins the first lady, with an
all-knowing attitude.

“Paying money for your wife?” asked Jean, one of
the single girls. _

“That is like buying your wife. The parents of the
bride are sort of selling their daughters then. How
awful,” Mrs Thompson added.

“What of our dowry system?” Sally, the single girl
in the simple dress, spoke for the first time.

“Well...” The second lady was lost in words.
Then, on a second thought, “Well, you cannot really
regard our dowry system as being an equivalent of
what happens over there.”

“How is it different?” I asked. :

“Well, at least we are civilized about the way we do
ours,” she became defensive. :

“What do you mean ‘civilized’ 2” asked Sally.

“At least we have a purpose for it and it serves a
function. But ‘over there’ in Africa what purpose could
you Africans have for a dowry other than to give you
men a license to treat your spouse as an inferior person
—like a slave. To compound the humiliation you
marry several wives.”

“But the African woman even encourages her hus-
band to marry more wives,” I added.

“The African woman encourages polygamy? You
must be joking. Think of it. Me sharing my husband
with other women! How awful.” : }

“You must be aware of the existence of call girls in
western society. And you must have heard of the role
they serve well-bred family men when the latter are
on business trips. You must have heard of company
conferences which a husband attends in another city
such as the married man in San Francisco going on a
business trip to Chicago, New York, Detroit, Miami,
etc,

One man coughed. Every eye moved in his direction
","Cultural Misunderstandings, African Traditions, Polygamy in Africa, Bride-Wealth Practices, Gender Roles in Marriage, Cultural Exchange, Western Perspectives on Africa, Family Dynamics, Social Norms, Diplomatic Representation",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 50.tif
1ExsoZMBZK9IE8y6mnic,"FICTION:

 

MONEY WITHOUT TEARS

By

Kora ADEBAYO

OSEPH Adio, a contented-looking, well-fed
P.R.O. for Eagle Airlines sat at his desk on one cold
Wednesday morning.

A little numbness with cold made him pat his pocket
for the ever-present cigarette case. He brought it out,
stuck one of the cigarettes on his lower lip, then he
snapped alight his RONSON lighter.

There was a knock that made him pause on his
office door. “Come in,” He said shortly and lit his
cigarette. He inhaled deeply and released smoke
through wide, flaring nostrils and thick lips. Anita
Brown, Joseph’s pert secretary came in with the duck-
tail gait and announced the arrival of John Kwame.
“Kwame?!” Joseph asked, elated but alert. John Kwame
was once a member of the same club with Joseph. He
was a P.R.O. with FORTS—the firm that makes steel
safes. He was relieved of his appointment with them
when they caught him on a wrong foot. “Show him
in, Anita.” Joseph notice disapproval on Anita’s face.
He dragged more smoke into his lungs. When Anita
does not agree with a visitor’s appearance, she scowls.
The door opened and the tall figure of Kwame came in.
“Hello, Joe. Long time no see!”

“Hello Kwame. Take a seat or won’t you sit?” Joseph
noticed that Kwame’s coat was frayed at the cuffs.
Maybe this was why Anita did not approve of him.
“Will you have a cigarette?” Joseph asked bringing out
his gunmetal cigarette case.
“Err, well I'll have one.” He selected one from the case,
accepted light from Joseph and began to smoke conten-
tedly,
“Well?” Joseph asked after a while.
“Oh yes. Ihave come to discuss an affair which we shall
both benefit from if the idea succeeds.”

“Alright, go ahead.” Joseph said. He crushed. out the
stub of cigarette and listened attentively.

“What could be your reaction if a gift of £2,000 is
thrown onto your lap?” Kwame asked looking directly
at Joseph’s eyes.
“Is that a joke or what?” Joseph asked, not believing
his ears.

Why, he thought. This man with a frayed coat who
cannot afford to buy a new one comes to ask such a
silly question. Well, at least it costs nothing to be
attentive.

“Go on,” Joseph urged.

“T have a plan. Is it safe to discuss here?”’ Kwame asked.

“Not here in my office,” Joseph said. “That secretary of
mune is a snooper, for all I know, she might have been

. eavesdropping already.”

53

“Okay Joe, relax. Soon, she won't snoop again for long.
Where can we talk?”

ALFRED’ is ideal.”

“Alright Joe, sce you at Alfred’s tonight at 7 p.m.”
Kwame stood up and moved with lopping strides to
the door. He opened it and was in time to see Anita
dash back to her seat. He glared at her and quickened his |
pace. Then, he was gone.

Alfred’s is an out-of-the-way bar for those who
want to have an affair with dubious publicity. The
wife who wants to flirt or the man who wants to snatch
a little fun. The soft lighting, good wine and chatting
customers made a pleasant background to the noise of
the juke box.

Promptly at 7 0’ clock, Joseph Adio walked in
cautiously and was careful enough to have turned up
his collar, and pulled down his wide-brimmed hat.
He sat down and was looking at the peoples’ faces
when he noticed Anita who was sitting just two tables
away. |
He was about to rise and go to her when he noticed a
","Character Relationships, Office Politics, Financial Proposals, Moral Dilemmas, Social Settings, Intrigue, Professional Life, Friendship, Disguise and Deception, Workplace Ethics",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 53.tif
3UxvoZMBZK9IE8y6IniV,"REBIRTH

When night comes,
Though some ply
It’s giddy heights
Others their heads
Laid to rest
. f To be reborn
On, the morrow
Fresh with ardour
Strong for a new day;
With sinew bright
And ardour strong
The new day is embraced.
Ustoparro EweKa

TOWNCRIER. -

Crier that i am
tailing the prime
and cursing the ultimate —-s—- .
i stand like pebble. =... -
sitting on the carpet of the ocean |
washed and littled by
the brush of the current...
i sink. to rise and rise.
to sink wailing for all
but hushed by them. __
for whom i plaint bk
crier that i am’- Sil rplgeead ok
my cries sicken my eats.-- sys +3
and, for a season, i resolve...»
£0 Cty ne AONE a ob bch ss er at
PaO *Drte Ocunpimu
61

fm

 
","poetry, nature, emotions, life cycles, self-reflection, metaphors, human experience, renewal, struggles, artistic expression",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 61.tif
5UxxoZMBZK9IE8y6B3id,"DRY SEASON

The dry-plain North
belches

and everyone becomes
her pet

to powder

The free-flour wind
a dust merchant
tumbles

in the throat
feeding the fed

_ She convulses and vomits
’ and bumps
3 in to the master
or the servant
she knows no rank

Her last feast of
cheap dust
leaves on her path

a stranger victim on
flying visit

And when you do come over
remember,

she’s there ready to

feast you to freemeals

in the dry season.

DAN AWODOYE
DESIRE

I desire not to be poor
Nor hope to. be rich
But in all my endeavour
Let me be pleased

What I desire most

Is to know the law

Not regarding it as a joke
But embracing it with love.

Cc. ""TUNDE LADIPO
69

-

 
","Nature and Environment, Personal Reflection, Desire and Ambition, Life Philosophy, Poetic Imagery, Social Commentary, Emotional Experience, Cultural Insights, Human Experience, Spirituality",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 69.tif
50xxoZMBZK9IE8y6jnj_," 

 

 

 

 

 

ARBOUR DAYS

During the month of May
All the days are arbour days

Drilled to the forestérs’ sway
In all we know are his ways.

From the nurseries to the farms
The crops have tender handling,

And woe-be-tide he who harms
The tender roots of a sapling.

With the tenderest care the saplings
Are planted in their well dug holes -

And the planters proud with ardent feelings
The plants will be healthy without whorls.

When all day drizzling rain followed .~
Alternating sunshine they muse with delight
What the elements in approval hallowed
To promote success without the least plight.

U. EWEKA

“HALF-A-WORD’

I'll tell you ‘half-a-word’
which the elders say

Is enough for the wise
For when,

It is digested

It becomes full whole

Now,

In that your place
Where sour is given for sweet
Sincerity lacks foundation
‘Give-and-take’ seek admirers
I say

Your conscience

Is the real judge

Here,
my ‘half-a-word’

*SANMI-EBORA OGUNJoBI
70

 
","Nature, Gardening, Seasons, Environmental Care, Planting Techniques, Weather Impact, Agriculture, Sustainability, Poetry, Community Engagement",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 70.tif
6ExxoZMBZK9IE8y6v3g9,"THIS VAST WILDERNESS OF LIFE

Man moves about in a world

That is not his own

And revels in abysmal ignorance;

He gropes his way about,

Stumbling at various points;

But still he tries to find his way
In this vast wilderness of Life.

He knows not what he wants—

No vague idea whatsoever;

He sees but does not appreciate,

He hears but does not understand;

He hears so many voices in his inner self

But knows not which one to obey
In this vast wilderness of Life.

He knows, yet he does not know,
He is happy, yet he is sad,
He is a success, yet a failure;
But still he moves doggedly along;
Oh! when will Man learn
To pick his way with ease

In this vast wilderness of Life.

CHRIS. AWONUGA

IGBEKOYI (REOCCURRING CHILD)

Often have you come
Deceiving the World
That it will be to stay
Like a good child under her mother’s care
But all in a sudden
You do disappear
Now, Your yearly burial
Has to end .
And you have to stay
_ Because

“Igbekoyi’” (even the bush refuses this)

*SANMI-EBORA OGUNJOBI -

71
","Philosophy, Existentialism, Human Emotions, Life Challenges, Self-Reflection, Mortality, Nature of Happiness, Success and Failure, Transience of Life, Poetry",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 71.tif
6kxyoZMBZK9IE8y6H3g8,"SLEEP OF INNOCENCE

Another hawk tears through the womb
of the night—

gruesome go-crash
of a million souls
in the speech of automation,
the thrust of a monster-thought
jolting your sleep;

Comes oppressive silence,
convulsing the selves in wild sensations
of prostrate-innocence, guilt.

Mooning love, do not wake

in this filthied hour of soot;

don’t stir to share in the burdening swoop
of insomania raping my being;

—let me alone in my choking helpless rage
WEEP MY LAND.

ODIA OFEIMUN

*“POOL-GAME NA WA”
(Written Pidgin English)

Oh! which kan blow bin this

Four Pounds don go this week again
E no include that one

Wey I pay on banker

“Arsenal Ah! Failing to draw”
Tottenham “Sure banker”

Liverpool “Oh E no draw”

Wessex “Yes he enter” |
Two out of four draws i
But na perm three out of four

I banker

So man lose again

And ‘pay-day’ still na next week

How I go chop: “Na Wa”

""SANMI-EBORA OGUNJOBI
a

-
","poetry, emotional expression, mental health, nighttime imagery, existential themes, human experience, innocence and guilt, solitude, nature and symbolism, struggle for peace",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 73.tif
60xyoZMBZK9IE8y6T3g6,"Se re

 

NEW-LIVING

Hopping on light feet over twigs over hoes, stretching
To the wharf I will go from.
AH ! Hastening as if pursued, hunted by the wiles.

The sound of laughter
Across the hilltop
The distant resonance of drumbeats ever receding

s

{ come in all fury
Following the signature
Picking from the heap, time burnished relics.

New-living. What then is there?

A manifestation of new desires? mw
a . . ’
Vision of wider seas meeting the sky’s end. «=

The itch is great while the others go ~
The itch is great
While the others go, splashing pie: ona —

SAM ONWUKA

BIRDS

On a stroll along the avenue —
The time is exactly noon

And above in the sky

Birds of the same feather

All flock together

When the day is fine

I always watch the time
To behold their sight
Which is just bright

~~ Birds of the sky
Of no definite course
They continue to fly
Until they are caught

Cc. TUNDE LADIPO

74

 
","Poetry, Nature, Life Experiences, Desires, Freedom, Movement, Reflection, Birds, New Beginnings, Joy",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 74.tif
8ExzoZMBZK9IE8y6SnjQ,"NEW industries
NEW prosperity

  
 
 
 
 
 
  
  
 
  
 
 
 

Today in Nigeria busy modern factories

< are producing a wide variety of goods
Recen that formerly had to be imported.
Ke 9 Industrial development is a key
\s 7 to increased national prosperity!
The United Africa Company

= IN was among the first to
by ag bring industries to Nigeria

Ly oe and already has interests
4 7h ,in more than 30 factories.

Guten

is |

iat

Bi a ae ae .
of its industrial —
‘investments the

Company demonstrates
its abiding faith in
Nigeria’s continuing
economic progress.

  

Sah eZ
Zp
nbchackelll

THE UNITED AFRICA COMPANY
OF NIGERIA LIMITED

vit
","Economic Development, Manufacturing Industry, Local Production, Investment Opportunities, Industrial Growth, National Prosperity, Business Expansion, Trade and Commerce, Factory Operations, Economic Confidence",Nigeria Magaziine/1970/March 1970/Nigeria Magazine March_1970_Pg 79.tif
SkxFoZMBZK9IE8y6n3gO,"NIGERIA’S CULTURAL

displays at Cotonou
Trade Fair

OBITUN DANCERS AND  UTE-OKPU
DANCERS, the two Nigerian Cultural Groups
which featured so prominently at the World Expo-
sition 1970 in Osaka, Japan, had another assign-

 

The leading dancer of the Ute-Okpu group from the Mid-
7 exciting movements. He steps forward a

102

e

   

Parte, i

West State controls the rhythm of their
nd dictates the pace

ment so soon after their return from EXPO. This
time it was in neigbouring Dahomey—at the
Cotonou Trade Fair (August 1970). But the two
were stars of a larger contingent. They were
","Cultural Events, Dance, International Exhibitions, Nigerian Heritage, Performing Arts, Trade Fairs, Cultural Exchange, Historical Events, Artistic Expression, Regional Culture",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 102.tif
V0xHoZMBZK9IE8y6nnj5," 

h the white (trousers) and red (round necks)
attire (plus red little hats)

As the flame rises, the steps rise energetically almost symbolically wit

115
","Fashion, Cultural Events, Symbolism, Energy and Enthusiasm, Vibrant Imagery, Community Gatherings, Attire Description, Celebratory Atmosphere, Color Symbolism, Event Atmosphere",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 115.tif
WExHoZMBZK9IE8y6xHga,"y Sonera

rs

adds spice to life—and cultural displays. Baba Ilorin Acrobatic group provides this at Cotonou as
the boys start performance

116

 
","Culture, Diversity, Life Experiences, Community Engagement, Cultural Appreciation, Excitement in Life, Variety in Experiences, Perspectives on Culture, Cultural Enrichment, Social Interaction",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 116.tif
Y0xLoZMBZK9IE8y6dniF,"about like lost sheep? Now we are the richest people in
this town, God has wiped off all our tears and has set
us on high. We have overcome those who were on
our track, they are bowing down for us. We should be
glad and praise God. Tell me whatever thing that ails
You.” Then the husband told her when and how about
the arrangement between him and the water man.
She asked: “Is that alle” He said: “Yes.” She said:
“Then you should be happy, that will be a little job
for me to do. That water man can’t do you anything.

© is water man? I know how to treat those types
of water men. If that water man is created by God as
We are, he can’t do us anything, dog can’t eat dog.
My dear, eat and drink, be glad.”

The king began to eat and drink happily. When his
death day came, Besi his dear wife said: “My love,
there will be a great war tonight between Besi and
your friend the water monster, as you described him.
5, you should watch the activities of your wonderful
Wife Besi, I die or he will surely die.” The king said:

OK, may God help.”
When the day came to 7 p.m., she took a bottle of
. Nigerian hot wine and told the husband to climb up to
© topmost floor to keep watch. Besi sat down and
Wetted for the water man who always came at 12

te

_ At midnight, she bent backward té touch the ground
and opened her two legs, and the private part was
“*Posed to the atmosphere widely in the bright moon-
t. It was too red and blooming that even ordinary
PON could not withstand it, the eyesight could be
ad immediately. After a-few minutes, the waterside
Was troubled, great trouble was it. The water man

came out in war uniform, a danger cap was on the
head, coming with a tempest. This tempestuous
movement kept everybody in their houses in that
great night.

He was thinking that he would win the war, but
it was not so. To plan a war is a technical job that
requires strategy. When he got nearer, he saw the red
object but he never knew that something of that
nature would be there. He stooped down, trying to
know what it was. Bending forward and backward,
right and left, then he stood up. He marched forward
a bit, then stood. He murmured to himself: “Maybe
this thing is gold, or what?” Because of the moonlight
that shone on it, it was glowing. When he went up to a
foot from it, then he could know that it was a human
being’s private part. .

The water man fell down, then, he stood and ran, but
he could not run. He was jamming houses, rolling on the
ground, standing, falling and was groaning, there was a

_ gteat struggle. The water man was trying until he fell

127

into the water but could not go in. Madam Besi was
waiting for him. She was there until 6 a.m., then she
woke and climbed up to meet her husband. In the
morning women who went for fishing in the river told
the townspeople that they saw a dead body in the river
floating, the corpse was not quite a human body and
not like an animal’s.

Besi the faithful wife saved her husband from the
hands of the blood thirsty rich water man. The water
man died, no more coming back, forever. Besi and her
husband lived a happy and prosperous life till their
death.
","folklore, relationships, overcoming adversity, mythical creatures, courage, marriage, triumph, storytelling, happiness, cultural narratives",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 127.tif
T0xGoZMBZK9IE8y6ZXgJ,"right in steps with her mates. Not alone but quite ahead setting a fast pace in another
Ute-Okpu rhythm

 
","Friendship, Outdoor Activities, Socializing, Leisure Time, Camaraderie, Memorable Experiences, Walking, Companionship, Joyful Moments, Community",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 107.tif
VExHoZMBZK9IE8y6KHjZ,"SS

And the dancers show delight as the

: quickened pace moves into a semi-circular formation to exhibit the
eauty and grace of a great dance

 
","Dance Performance, Artistic Expression, Choreography, Movement, Joy in Dance, Formation in Dance, Cultural Arts, Physical Expression, Aesthetics, Entertainment",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 112.tif
XUxJoZMBZK9IE8y6YHh6,"“Then,” said Ojo gazing at the roof and then at
Aina herself. “Why did Lakulala reject the kid, I even
heard him talking about promising a pound and giving
a penny! Don’t you consider that he was complaining
about our offer then? I’m sure you promised him some-
thing else.”

“I didn’t promise him a pound. I promised him a kid.
That’s the kid there; I can’t offer more than I promised.”

“Aina, search your conscience properly and tell me
if you promised Lakulala anything apart from a kid.

Although I know it’s late now, but we'll get ourselves
prepared for his next coming.”

“T didn’t promise him ANYTHING apart from a

KID.” .

“Okay. Let’s sleep. We'll talk more about it in the

morning.”

The headmaster returned to his wife to tell her what

had happened.

“T have seen your Lakulala, It’s
Over-burdened with. ....... eae’

“What! Have you spied on Lakulala? Did he see you?
Are you telling the truth: Tell me!” Said his wife
interrupting him just in time.

- “Te told you the simple truth.” “Ah-ah! I’m in
trouble. We're in trouble. How dare your Eh! We are
in trouble.

Something oh!” *

“Shut up!” Mr Adam banged the door after him
a8 he left the room.

Bolatan entered the house just before night-fall. She
carried a big box and a large basket.

“Who is this?.....;. -Bolatan, my daughter. Wel-
Come,” Instead of replying her mother humbly
Bolatan snapped. back.

‘Suppose I am not welcome?... Just help me with
the basket, I'll take care of the box.” She bent down a
bit and her mother carried the basket into the room.
Bolatan brought down the box and sat on it.

“Bolatan, hope nothing... where is your baby?”

My babies are dead. The two.”

“Your two babies dead?” asked Aina with tears
_ Setting on her eyes,
My husband has sent me out of his house. He said

Tam a witch and that I am responsible for the death of
my twin-babies, oh-o....” she broke down in tears.

Her mother joined her in crying and within a short
Ojo’s house was full of women and little children

eee ees oe ee

nothing but a man
9 .

all weeping and crying. As Ojo did not know what had
been happening he was surprised to meet so large a
number of people in his house weeping. Instead of
going straight into the house he asked some of the by-
standers a few yards away from the weeping-scene
what had happened,

“They say some children die and they bring home the
bad news.” Said one man in reply to Ojo’s inquiry.
Ojo did not say anything further. He went straight
into the house and was greeted with sympathy amidst .
teats by the women. Bolatan did not look up at her
father; it was Aina who got up to tell the whole story
to Ojo. .

“Wha-at? Bolatan’s twins: Okay. Go call me
Arifapidan; he must tell me what is responsible, Go
quickly, Aina.” said Bolatan’s father.

Arifapidan was wearing just a big over-garment with
ho trousers or under-pants, In his big pocket he kept
his Ifa’s sixteen cowries and a wooden tray. He entered

. and greeted Ojo humbly. He sat down on a mat and

brought out his tray, and sixteen cowries, Ojo ordered

_ all the women out but later called in Bolatan and her

-

121

mother. ;

Ojo whispered something to a penny and dropped
it on Arifapidan’s tray. 7

“You've heard him and known what he said; ‘If’, _
‘Ejiogbe baba Opele’,” said Arifapidan as he rubbed the
sixteen cowries together in his palm and threw them
on the tray. He muttered some words and readjusted
some of the cowries. He looked at the three faces staring ~
at him in turns. He collected the cowries again and
threw them on the tray. He whispered and looked up.

“Papa Bolatan, Ifa says you should slap your chest _
gently and take a deep breath. Ifa. says your joyful
moments are within sight.” He looked at the two
feminine faces reddened with tears and turned his face

back to his tray. He continued half to himself:

“Tfa sees and says

Ifa hears and fears not

To say this or that.

Ifa will not be crushed

For pointing out evils

Where evils rear their heads,”
He looked up again, at the three faces in turns as he
side

“The mouth has killed the head. Two little things
blown off by just a single breath. ‘O ma seo! It’s a pity.
","Family Relationships, Cultural Traditions, Grief and Loss, Spiritual Guidance, Promises and Expectations, Community Support, Emotional Struggles, Communication Issues, Parenting Challenges, Coping with Tragedy",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 121.tif
cUxQoZMBZK9IE8y6Hnj4," 

What a horror. The horror. The horror people fear,
to marry.

Pause.

They want equal rights. They know their rights.
They know how, and where to fight for their
rights. They can’t be pushed around.

They're aligned to perfect schemes, the kind that

would beat an adult into a child.
Pause.

What must I do !

What can I do ! Rises up sy still

He quietly kneels down clasping his hand praying —
silently to a brief blackout. _

PART I

Organ music plays. The stage is still dark. The pulpit
is pushed forward to stage left centre. The two chairs on the
stage are now changed to face the pulpit at about a three
quarter turn towards the audience. Pedro takes his seat. He
is wearing a full military officer's uniform. Lights on. Matu
wearing a long wedding gown, enters taking her place
besides him. Choirs sing. Enter a clergyman in his full
ceremonial role typical of the Anglican church. Matu and
Pedro are standing. He approaches the pulpit stopping in

front of it and makes a sign of the cross.

The organ nuisic stops.
er In the name of the Father; And of the Son;
And of the Holy Ghost—Amen.
Fe bows, climbing the pulpit. Matu and Pedro sit down.
Pause. He smiles as if to a large audience and begins
sermon,
ee, “And the Lord God said, It is not good, chat
man should: be alone; I will make him a help mate”

a He repeats, eniphatically

T will make him, a help mate’.
% = Pause

He removes his spectacles wiping it. Wears it again on
“the tip of his nose.
Today, j in this church, a tender sea, and a violent
cean are met. They are met at the holy fountain.
Ou are one flesh, your waters must flow
tt must overflow together and mingle
Tt must mingle freely in the holy union Pause. He is
looking at them. Your channel is one. It is one, not
two or three, but one.
Te must remain one and not seperate.

~ By this poly union, pe oo water is washed
Sway 3

 

141

;
pes
:
bsp
a

 

It is washed away, by the flood blessed today in the
presence of the holy spirit.

He clears his throat.

Suddenly. Beware !

Beware of devices ! Devices are against the teachings
of God, they are equally bad in marriage, for when .
allowed, it might hurt your joys. Your joys would
run out, ,

They would run out through the outlet of new
tastes—Be wise !

I’m warning both of you, you must be wise !

He spies then trying to be comic.

We holy men speak in parables, you know tt
Don’t you ? ;

f Pause.

Shon Mrs Matu Pedro, from now until death

separates you.

You're a plant to Capt. Pedro;

And you, Capt. Francis Pedro, from now until death
shut your eyes, you're the nature to your plant.

This is your duty, the sacred duty as commanded
by God. His stem must stand still, her leaves
must spread out well; her green leaves will not
spread out well unless you lavish upon her Eee
bounties ! Your nourishing air !

:
","Marriage, Religious Ceremony, Social Issues, Gender Equality, Tradition vs Modernity, Commitment, Caution in Relationships, Sermon Themes, Character Dynamics, Cultural Expectations",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 141.tif
ckxQoZMBZK9IE8y6oXhh,"She must shoot out new leaves. She camot shoot”
out new leaves, unless you revive her as Nature
revives the plants.

This is how nature meets the need of plants, and in
you she must find her needs.

Captain Pedro you must not forget your respon-
sibility, I know you young army ofkcers,

I know what you do, but I will not say very much.

Pause
He begins again looking more serious.

Now your turn my daughter, my very young
undergraduate

Nature gives the plant, air, heat, moisture, et cetera,
et cetera. =

Matu Pedro, you have nothing to grudge, nothing
‘at all—you must be faithful.

You must abide in grace, you must be still and you
must be still with your husband

’ No more wig, no more minis, no more slacks, no

more Sunday teatime dances and no more soul
assemblies.

Jovially. Sunday soul assemblies have become a
church now. A church for our undergraduates

—No more of that.

His voice full of emotion.

Mrs Matu Pedro, the moment you think of your
education !

The moment you forget your duties as a housewife !

Agony will begin. Your position will be lost.

There will be no more composed life. Peace will
finish.

Life will no longer grow. Tranquillity will become
a dream.

And a broken home will emerge.

Therefore be wise daughter. Don’t copy.

Don’t imitate. You must be satisfied.
You must be thankful in all conditions.

Pause.

Let us pray.
They rise. He raises one hand up holding a book in the
other.

142

Fi:

Almighty God, inspire Capt. and Mrs Pedro with
thy divine principle: kill in their hearts the seeds
of ill will, deceit that may exist and help them.
Help them to cultivate the true love. :

Let thy love discipline their affections. And through
thy blessings, their quiet momcnts may bring forth
a star. A star to light everlasting joys in their home.

Help them God to live in thee.

Organ music play. They exit full of smiles. The clergy
freezes to a short blackout. The scene reflects the inward
thoughts of Pedro, Light illuminates him in his kneeling
position before the church scene. He freezes in that position
for a while and sits on his chair.

Pedro: What must Ido!

What can I do !

Oh-goodness, my nerves are in tatters.

I must escape to the front. Rises.

Enter Maggy. He is nervous turns his back to her.
Maggy: Pedro the playboy soldier.
He turns away from her.

Don’t be sacred. Turn your face to me.

Your eyes must not leave mine. A bold message for
you. I have a story to tell. Turn to me and hear
my story.

Pedro: Why did God mould the ears?
Maggy: Many are cast deaf and dumb.

And some people like playing either the deaf or the
dumb.

Pause.

What are you Pedro >
Pedro: A perfect handwork. No !
It depends on the kind of atmosphere.

I presume for the time being that I’m a perfect hand-
work, .

Maggy: My story is short but curious. It is dull but
romantic,

Pause.

I told my father,

‘ ~
a ia arate a i a I Re a

 

 

.
i a a a

 
","Family Dynamics, Marriage Responsibilities, Nature and Nurture, Spiritual Guidance, Personal Aspirations, Emotional Struggles, Cultural Expectations, Role of Women, Interpersonal Relationships, Life Choices",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 142.tif
c0xRoZMBZK9IE8y6CXit,"He turns to her quickly, nervously. 2 = Palee.

Pedro: You told who? | Why did you run away on the proclamation :

3 Maggy: My father. Pedro: 1 have no ears for such a story.

Pedro: What 2 Maggy: Pedro I have told my father that the proclama-

Maggy: The day we first met at the club. tion is your warmth.

You bought me two tots of whisky and filled my Pedro: Your father my foot. ’'m a captain mind you.
glass with beer thrice. I thought it was very kind Your father cannot make me hear what I don't
of you. want to hear. :

Again, I wanted to catch a taxi home but you offered Maggy: Pedro you have between now and six hours
me a lift. A lift from the club to my flat. to decide before my father arrives.
I thought you ‘were extra-generous. I thanked you
gratefully, ~ Pedro: You take pride in your father too much.
t. Who is that your father?
Pause. Maggy: Brigadier Samson.

_ Two days later, you surprised me. You tracked me Pedro: What !
down to the public store where I am a sales girl. He drops down on his bottom looking startled.
We called it a day. But you surprised me the more. 3

The same day you paid me a late night visit. You

__ fefused to go home. You insisted on passing the Pause.
“night in my flat. You did. I was disturbed. :
It was very embarrassing. Maggy: That’s the end of my story.
= edro: I didn’t think that you refused. I wish you luck, private Pedro.
we T was not the first. I didn’t premier it. she exits.
oe : You swore before me and established your Pedro: What can I do Dolly:* points to anybody in the
heart in me. I trusted you on your honour ! audience. es :
From that night and many other nights, BLACKOUT AND TH. END OF PLAY.
nee I was opened up. Opened up to you and you alone.
And two weeks ago, dishonesty stood in your eyes. * a lady who answers love questions.
;
“ _

143
","Character Dynamics, Conflict Resolution, Family Influence, Romantic Relationships, Social Settings, Emotional Turmoil, Authority Figures, Trust Issues, Memory and Reflection, Dramatic Dialogue",Nigeria Magaziine/1970/June 1970/Nigeria Magazine June_1970_Pg 143.tif
